"perspectives","archetypeInstanceId","precomputedtypename","name","status","lastModifiedDate","createdDate","adoptionUUID","bufferBack","bufferBottom","bufferFront","bufferLeft","bufferRight","bufferTop","convertedUnit","depth","deviceName","dimensionPrecision","dimensionUnit","height","width","portNumber","positionsContained","positionsUsed","role","tmf639_dataSource_ingestion_uuid","tmf_lifecycleState"
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE 8141","Planned","1693582862835","1693582862652","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346777199","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE 8141","2","inch","10.512","19.0","0","1","6","[""OTN""]","5f1cfc61-6a25-4cf1-a11b-bf04db9342de",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","FDP TEST DEVICE1 609","Planned","1695051905623","1693582902056","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346777480","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","FDP TEST DEVICE1 609","2","inch","8.76","19.0","48","0","5","[""Optical""]","6628b7ff-ed57-42a0-b3cf-75bba0d102e6",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 3 ASR 9001 865","Planned","1693584015646","1693582911213","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346777625","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 3 ASR 9001 865","2","inch","3.504","17.42","0","1","2","[""OTN""]","b6e6f9cb-1bcb-4ea2-ba85-dfedfcefa480",""
"[""Plan"", ""Operational"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #2363","In Service","1693583493136","1693583090200","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346778672","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #2363","2","inch","1.752","23.0","0","0","1","[]","f438b7d0-fc9e-4447-a5ae-a4608fda85aa",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 6165","Planned","1695051905623","1693583399836","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346780410","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 6165","2","inch","3.504","17.42","0","1","2","[""OTN""]","5b45b6f9-a1b9-4750-8240-dd466a3ba157",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #6832","Planned","1693583694929","1693583694875","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346781691","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #6832","2","inch","1.752","23.0","0","0","1","[]","3b7de0e0-ee9a-4367-a27b-501c56964e2b",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC DEVICE FOR SCRATCH 9349","Planned","1693583923077","1693583923021","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346782638","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC DEVICE FOR SCRATCH 9349","2","inch","1.752","23.0","0","0","1","[]","2d08244e-3e9d-4e50-a414-946c401056f1",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 3023","Planned","1693585607327","1693584282505","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258442720346784193","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 3023","2","inch","3.504","17.42","0","1","2","[""OTN""]","ce94b493-d47f-4b7d-811a-fa490e603e0b",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 4 ASR 9001 2613","Planned","1695051905623","1693580113723","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258443270102579434","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 4 ASR 9001 2613","2","inch","3.504","17.42","0","1","2","[""OTN""]","32c565f5-67e2-4a43-ae1b-0010bbfcd0a0",""
"[""Plan"", ""Live/Plan merge""]","94681487423814366","Ciena-5164","TEST DEVICE2 CIENA-5164 7176","Planned","1693580849416","1693580137048","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258443270102579560","0.0","0.0","0.0","0.0","0.0","0.0","inch","17.5","TEST DEVICE2 CIENA-5164 7176","2","inch","1.752","17.5","","","","[]","e5809eb5-589c-4dda-ae8c-43f6214d67f8",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST DEVICE2 CISCO ONS 15454 6474","Planned","1693582035724","1693580257596","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258443270102580101","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE2 CISCO ONS 15454 6474","2","inch","12.264","12.25","","","7","[""SDH""]","59272ed2-8d0e-4108-9f77-d829475ddaa1",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 4866","Planned","1693581706191","1693581509943","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446225040084112","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 4866","2","inch","3.504","17.42","0","1","2","[""OTN""]","91e61a12-3b3d-4e3c-abd1-f779a415c91c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105801","Generic PDH (ANSI) Mux","ANSI 1 TDM 7620","Planned","1695051905623","1693581875000","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446225040085575","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","ANSI 1 TDM 7620","2","inch","1.752","19","28","","1","[""PDH""]","65fae5bc-d3a9-4e5d-ac61-48ac904b11fa",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1173","OME 6500 14 Slot","OME 1 TDM 4669","Planned","1695051905623","1693582172890","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446706076423490","0.0","0.0","0.0","0.0","0.0","0.0","inch","12.0","OME 1 TDM 4669","2","inch","22.776","17.3","0","1","13","[""Optical""]","bc7cafd1-f6df-4e91-9991-bebf5674ee3c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1677","NCS 5516","TEST NCS 5516 5311","Planned","1695051905623","1693582205793","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446706076423561","0.0","0.0","0.0","0.0","0.0","0.0","inch","31.76","TEST NCS 5516 5311","2","inch","36.792","17.5","0","1","21","[""OTN""]","20b117d7-1f6d-4081-8067-14f9da1c4eaa",""
"[""Plan"", ""Live/Plan merge""]","1109","FDP 36 Port","TEST DEVICE FDP 36 PORT 1068","Planned","1695051905623","1693582307928","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446706076424251","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE FDP 36 PORT 1068","2","inch","1.752","19.0","36","0","1","[]","53297128-3800-4a7b-b3d2-8fc083221e8e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","COPIED OME 6500 9486","Planned","1693582438440","1693582438050","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258446706076426107","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","COPIED OME 6500 9486","2","inch","10.512","19.0","0","1","6","[""Ethernet""]","435eafb8-7ed4-40dd-aca5-39742f2a357f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1105704","Generic PDH (ETSI) Mux","PDHETSIDEVICE","Planned","1695051905623","1693582431167","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307530521","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","PDHETSIDEVICE","2","inch","1.752","19","36","","1","[""PDH""]","fba506e3-dd1e-461c-b1aa-ecddb443af7e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO ONS 15454 2995","Planned","1695051905623","1693582846523","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307532347","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO ONS 15454 2995","2","inch","12.264","12.25","","","7","[""SDH""]","021487d4-4fd8-45ba-87de-452b883136ac",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE 1623","Planned","1693583148201","1693583127603","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307534177","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE 1623","2","inch","10.512","19.0","0","1","6","[""OTN""]","b729a3ab-2b00-41b2-a463-e8b8ffcc1b9f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1415","FDP 48 Port 5RU","FDP TEST DEVICE2 1826","Planned","1695051905623","1693583129013","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307534216","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","FDP TEST DEVICE2 1826","2","inch","8.76","19.0","48","0","5","[""Optical""]","ad08de0f-d017-4242-8e13-b3ee9bc20388",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE OME 6500 7 SLOT 4075","Planned","1695051905623","1693583288143","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307535177","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE OME 6500 7 SLOT 4075","2","inch","10.512","19.0","0","1","6","[""Ethernet""]","b5096c80-7dec-4182-b13e-510f0225c423",""
"[""Plan"", ""Operational"", ""Live/Plan merge""]","1141","Generic Device","GENERIC2 #6903","In Service","1693583544901","1693583358443","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307535575","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC2 #6903","2","inch","1.752","23.0","0","0","1","[]","89e52d98-beaa-4ab0-8815-13a1fbf16a10",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #4143","Planned","1693583432178","1693583411942","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307535665","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #4143","2","inch","1.752","23.0","0","0","1","[]","5d90b3a1-9532-4856-91f6-9c2125cb1f13",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #4495","In Service","1695051905623","1693583519365","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307535827","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #4495","2","inch","10.512","19.0","0","1","6","[""OTN""]","3ff0fa3e-50c2-465e-8852-9cfe5a84ebda",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 7678","Planned","1695051905623","1693583540203","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307536117","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 7678","2","inch","3.504","17.42","0","1","2","[""OTN""]","77cb2652-2b4c-4dca-8d78-30f12cd8b3d3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #5554","Planned","1695051905623","1693583722950","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307536963","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #5554","2","inch","10.512","19.0","0","1","6","[""OTN""]","da13103d-def5-4e59-9fe2-be73b37cb26c",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC 7598","Planned","1693583806533","1693583806473","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307537446","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC 7598","2","inch","1.752","23.0","0","0","1","[]","0b822eb7-cd73-459d-8159-a8b73ecf39ad",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 4651","Planned","1693585607328","1693584355743","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307539745","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 4651","2","inch","3.504","17.42","0","1","2","[""OTN""]","e7f0d057-2161-4f17-8a25-08b7dd1a5994",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #9674","Planned","1693584465495","1693584465434","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307539911","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #9674","2","inch","1.752","23.0","0","0","1","[]","a84cd941-c4c1-4a72-a1cf-762c8b4e68d3",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","OME2 3793","Planned","1695051905623","1693584944639","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307541275","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","OME2 3793","2","inch","10.512","19.0","0","1","6","[""Optical""]","c0d10631-03f0-49ac-82a1-912eebfaf438",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #2794","Planned","1693585027350","1693584999097","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307541442","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #2794","2","inch","1.752","23.0","0","0","1","[]","71a30ff6-6037-48f7-905a-d0075eedafaf",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1667","Waveserver Ai","WS1 2503","Planned","1695051905623","1693585601746","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307543875","0.0","0.0","0.0","0.0","0.0","0.0","inch","23.62","WS1 2503","2","inch","1.752","17.4","0","1","1","[""Optical""]","d269a251-2d8b-4cf8-8018-3e9720f10f7d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","CISCO 1 CROSS 7853","Planned","1695051905623","1693587031184","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307546380","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","CISCO 1 CROSS 7853","2","inch","12.264","12.25","","","7","[""SDH""]","59d787d4-aa88-4bb9-8f95-64699c42745c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","94701416072070771","Samsung CDU50","TEST DEVICE1 SAMSUNG CDU50 2534","Planned","1693587084244","1693587083976","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307546470","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE1 SAMSUNG CDU50 2534","2","inch","3.504","17.5","","","","[""eNodeB"",""gNodeB"",""Access"",""Aggregate"",""Edge Router""]","a5edccf5-b7f1-4f61-9f04-1e803e033bb0",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 281","Planned","1695051905623","1693587212953","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307546998","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 281","2","inch","3.504","17.42","0","1","2","[""OTN""]","b2cdde35-bac3-4932-86cb-4bb860000742",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE2 ASR 9001 3790","Planned","1695051905623","1693587342075","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307547186","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE2 ASR 9001 3790","2","inch","3.504","17.42","0","1","2","[""OTN""]","e21af68b-4b20-44eb-90a7-781520f68c74",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 7327","Planned","1695051905623","1693587610290","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307547983","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 7327","2","inch","3.504","17.42","0","1","2","[""Optical""]","ffa7ca1e-47b3-4edb-b43c-67a847a80a86",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","ASR 9001 6007","In Service","1695051905623","1693589054529","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307701153","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","ASR 9001 6007","2","inch","3.504","17.42","0","1","2","[""Optical""]","e9585995-8218-45af-825c-df740701568d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 DEVICE 1400","Planned","1695051905623","1693589745971","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307705285","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 DEVICE 1400","2","inch","10.512","19.0","0","1","6","[""OTN""]","8776d9f0-e32c-4110-b60d-2ff05a1d2aef",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1181","C3550-12T","DEVICE ASR 9001 8409","Planned","1693590059538","1693590058049","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307706712","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE ASR 9001 8409","2","inch","3.504","19.0","0","1","2","[""Optical""]","6c6e6fbe-8712-465a-aac5-ddcf49f4db41",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 DEVICE 7286","Planned","1695051905623","1693590160685","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307707042","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 DEVICE 7286","2","inch","10.512","19.0","0","1","6","[""OTN""]","063d3af3-9437-4082-a605-ae2537a8eee7",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE2 ASR 9001 6894","Planned","1695051905623","1693591027398","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307711503","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE2 ASR 9001 6894","2","inch","3.504","17.42","0","1","2","[""OTN""]","29bc75c2-bb3d-4f20-88fa-15aeb5160a8c",""
"[""Plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE 1 CIENA 3926 9886","Planned","1693591208081","1693591207612","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307712203","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE 1 CIENA 3926 9886","2","inch","0.0","17.55","6","5","0","[]","e600d7cb-7f84-46fb-82a1-ee2957477418",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE #7742","Planned","1695051905623","1693591596071","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307714139","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE #7742","2","inch","10.512","19.0","0","1","6","[""Optical""]","d9b82e23-6c68-43a6-996a-ee01025fcd23",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST CIENA 3926 3219","Planned","1693592569731","1693592409264","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307717234","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST CIENA 3926 3219","2","inch","0.0","17.55","3","9","0","[""Optical""]","46aaaddd-88ed-4ce7-b090-a9c758c60beb",""
"[""Plan"", ""Operational"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 6931","In Service","1693594112439","1693592511504","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307717828","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 6931","2","inch","0.0","19","3","0","0","[""Compute""]","9ef32587-3774-4807-9674-9250e83fbc75",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-2-CISCO ONS 15454 2269","Planned","1695051905623","1693592551447","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307717959","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-2-CISCO ONS 15454 2269","2","inch","12.264","12.25","","","7","[""SDH""]","baa399e4-e8f2-4c4c-8cd6-3968bcff4c45",""
"[""Plan"", ""Operational"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 2717","In Service","1695051905623","1693592557277","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307718004","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 2717","2","inch","10.512","19.0","0","1","6","[""OTN""]","31519db7-f490-49d5-b620-8ec2a9ab5501",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","RING-4-CISCO ONS 15454 6482","Planned","1695051905623","1693592898495","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307719584","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","RING-4-CISCO ONS 15454 6482","2","inch","12.264","12.25","","","7","[""SDH""]","5c253e58-b30a-44e6-84fa-93c93938ebc0",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","DEVICE1 CIENA 3926 3278","Planned","1693593486710","1693593486376","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307721856","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","DEVICE1 CIENA 3926 3278","2","inch","0.0","17.55","6","5","0","[""Optical""]","58646256-e1f9-478b-8bee-ca32de89c019",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","NO-RING-1-CISCO ONS 15454 5965","Planned","1695051905623","1693594726213","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307726470","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","NO-RING-1-CISCO ONS 15454 5965","2","inch","12.264","12.25","","","7","[""SDH""]","8991ea5d-443d-4e38-bab4-9e904606e68d",""
"[""Plan"", ""Live/Plan merge""]","1171003","Rack Tray 19""","RACK TRAY 2722","Planned","1695051905623","1693595002870","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258447874307727793","0.0","0.0","0.0","0.0","0.0","0.0","inch","30.0","RACK TRAY 2722","2","inch","1.752","19.0","0","0","1","[""OTN""]","a2d38169-9781-4091-9cdb-3535efce306c",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC1 #4535","Planned","1693583221414","1693583221332","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449111258115898","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC1 #4535","2","inch","1.752","23.0","0","0","1","[]","b6e6e7bf-dac0-442a-9310-8811a4bb28df",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC #4099","Planned","1693583272403","1693583272351","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449111258116417","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC #4099","2","inch","1.752","23.0","0","0","1","[]","c9777e17-6e3e-4dec-91a1-1a392a3aebd6",""
"[""Plan"", ""Live/Plan merge""]","1141","Generic Device","GENERIC2 #422","Planned","1693583311371","1693583311300","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449179977593216","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","GENERIC2 #422","2","inch","1.752","23.0","0","0","1","[]","ab37d71c-334a-4d4a-bdd6-1145bf05911b",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1163","MSC Type 3","TEST MSC 2564","Planned","1695051905623","1693583608283","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449179977594485","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST MSC 2564","2","inch","12.264","19.0","0","1","7","[""OTN""]","987de0a2-7e3d-44c4-ad51-a2a1d05425cf",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","OME1 8884","Planned","1695051905623","1693584342856","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449179977597690","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","OME1 8884","2","inch","10.512","19.0","0","1","6","[""Optical""]","7a1d32c4-c004-40e0-a52f-210325686146",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 8782","Planned","1695051905623","1693585349232","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449179977601121","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 8782","2","inch","3.504","17.42","0","1","2","[""OTN""]","25736778-0b9c-4f02-bb4f-95862ba580a6",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1667","Waveserver Ai","WS2 8736","Planned","1695051905623","1693585922229","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258449179977602614","0.0","0.0","0.0","0.0","0.0","0.0","inch","23.62","WS2 8736","2","inch","1.752","17.4","0","1","1","[""Optical""]","85a46e57-29d4-4cb6-a8bc-781a64c1a4d9",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE1 ASR 9001 4893","Planned","1695051905623","1693585032136","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258451997476145675","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE1 ASR 9001 4893","2","inch","3.504","17.42","0","1","2","[""OTN""]","829d3bf2-851e-4f53-aa80-1d936dc84123",""
